if system_dependent('IsDebugMode')==1, dbquit; end
Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    0.26895 - 	 Mean: 3007367.66513 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 52 - 	 Best:    0.17225 - 	 Mean:    0.18331 - 	 AQreal:    4.90408  	 
Exp: 1 - 	 Ger: 53 - 	 Best:    0.17225 - 	 Mean:    0.18328 - 	 AQreal:    4.90408  	 
Exp: 1 - 	 Ger: 54 - 	 Best:    0.17225 - 	 Mean:    0.18328 - 	 AQreal:    4.90408  	 
Exp: 1 - 	 Ger: 55 - 	 Best:    0.17225 - 	 Mean:    0.18322 - 	 AQreal:   14.02234  	 
Exp: 1 - 	 Ger: 56 - 	 Best:    0.17225 - 	 Mean:    0.18319 - 	 AQreal:   14.02234  	 
Exp: 1 - 	 Ger: 57 - 	 Best:    0.16923 - 	 Mean:    0.18256 - 	 AQreal:   14.02234  	 
Exp: 1 - 	 Ger: 58 - 	 Best:    0.16467 - 	 Mean:    0.18203 - 	 AQreal:   14.02234  	 
Exp: 1 - 	 Ger: 59 - 	 Best:    0.16467 - 	 Mean:    0.18192 - 	 AQreal:   14.02234  	 
Exp: 1 - 	 Ger: 60 - 	 Best:    0.16467 - 	 Mean:    0.18192 - 	 AQreal:   13.21496  	 
Exp: 1 - 	 Ger: 61 - 	 Best:    0.16467 - 	 Mean:    0.18183 - 	 AQreal:   13.21496  	 
Exp: 1 - 	 Ger: 62 - 	 Best:    0.16467 - 	 Mean:    0.18183 - 	 AQreal:   13.21496  	 
Exp: 1 - 	 Ger: 63 - 	 Best:    0.16467 - 	 Mean:    0.18183 - 	 AQreal:   13.21496  	 
Exp: 1 - 	 Ger: 64 - 	 Best:    0.16467 - 	 Mean:    0.18183 - 	 AQreal:   13.21496  	 
Exp: 1 - 	 Ger: 65 - 	 Best:    0.16467 - 	 Mean:    0.18124 - 	 AQreal:    8.16136  	 
Exp: 1 - 	 Ger: 66 - 	 Best:    0.16467 - 	 Mean:    0.18113 - 	 AQreal:    8.16136  	 
Exp: 1 - 	 Ger: 67 - 	 Best:    0.16467 - 	 Mean:    0.18099 - 	 AQreal:    8.16136  	 
Exp: 1 - 	 Ger: 68 - 	 Best:    0.16467 - 	 Mean:    0.18093 - 	 AQreal:    8.16136  	 
Exp: 1 - 	 Ger: 69 - 	 Best:    0.16467 - 	 Mean:    0.18082 - 	 AQreal:    8.16136  	 
Exp: 1 - 	 Ger: 70 - 	 Best:    0.16467 - 	 Mean:    0.18077 - 	 AQreal:    6.61401  	 
Exp: 1 - 	 Ger: 71 - 	 Best:    0.16467 - 	 Mean:    0.18068 - 	 AQreal:    6.61401  	 
Exp: 1 - 	 Ger: 72 - 	 Best:    0.16467 - 	 Mean:    0.18030 - 	 AQreal:    6.61401  	 
Exp: 1 - 	 Ger: 73 - 	 Best:    0.16467 - 	 Mean:    0.18021 - 	 AQreal:    6.61401  	 
Exp: 1 - 	 Ger: 74 - 	 Best:    0.16467 - 	 Mean:    0.18012 - 	 AQreal:    6.61401  	 
Exp: 1 - 	 Ger: 75 - 	 Best:    0.16467 - 	 Mean:    0.17997 - 	 AQreal:    6.59317  	 
Exp: 1 - 	 Ger: 76 - 	 Best:    0.16467 - 	 Mean:    0.17989 - 	 AQreal:    6.59317  	 
Exp: 1 - 	 Ger: 77 - 	 Best:    0.16467 - 	 Mean:    0.17950 - 	 AQreal:    6.59317  	 
Exp: 1 - 	 Ger: 78 - 	 Best:    0.16467 - 	 Mean:    0.17941 - 	 AQreal:    6.59317  	 
Exp: 1 - 	 Ger: 79 - 	 Best:    0.16467 - 	 Mean:    0.17923 - 	 AQreal:    6.59317  	 
Exp: 1 - 	 Ger: 80 - 	 Best:    0.16467 - 	 Mean:    0.17921 - 	 AQreal:    5.76425  	 
Exp: 1 - 	 Ger: 81 - 	 Best:    0.16467 - 	 Mean:    0.17918 - 	 AQreal:    5.76425  	 
Exp: 1 - 	 Ger: 82 - 	 Best:    0.16467 - 	 Mean:    0.17918 - 	 AQreal:    5.76425  	 
Exp: 1 - 	 Ger: 83 - 	 Best:    0.16467 - 	 Mean:    0.17918 - 	 AQreal:    5.76425  	 
Exp: 1 - 	 Ger: 84 - 	 Best:    0.16467 - 	 Mean:    0.17910 - 	 AQreal:    5.76425  	 
Exp: 1 - 	 Ger: 85 - 	 Best:    0.16467 - 	 Mean:    0.17910 - 	 AQreal:    7.18304  	 
Exp: 1 - 	 Ger: 86 - 	 Best:    0.16467 - 	 Mean:    0.17883 - 	 AQreal:    7.18304  	 
Exp: 1 - 	 Ger: 87 - 	 Best:    0.16467 - 	 Mean:    0.17883 - 	 AQreal:    7.18304  	 
Exp: 1 - 	 Ger: 88 - 	 Best:    0.16467 - 	 Mean:    0.17867 - 	 AQreal:    7.18304  	 
Exp: 1 - 	 Ger: 89 - 	 Best:    0.16467 - 	 Mean:    0.17856 - 	 AQreal:    7.18304  	 
Exp: 1 - 	 Ger: 90 - 	 Best:    0.16467 - 	 Mean:    0.17848 - 	 AQreal:    7.13285  	 
Exp: 1 - 	 Ger: 91 - 	 Best:    0.16467 - 	 Mean:    0.17824 - 	 AQreal:    7.13285  	 
Exp: 1 - 	 Ger: 92 - 	 Best:    0.16467 - 	 Mean:    0.17824 - 	 AQreal:    7.13285  	 
Exp: 1 - 	 Ger: 93 - 	 Best:    0.16467 - 	 Mean:    0.17821 - 	 AQreal:    7.13285  	 
Exp: 1 - 	 G
